ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Canabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamin,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1608,35-40,F,Masters degree,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1609,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,Last Year,Last Week,Last Week,Last Week,Last Week,Last Year,Last Month,Last Year,Last Year,Last Week,Last Decade,Never,Last Day,Last Year,Last Decade,Last Year,Last Day,Never,Decade Ago
1610,25-34,F,University degree,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,Last Month,Never,Decade Ago,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1611,45-54,F,University degree,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,Last Week,Never,Never,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1612,25-34,F,University degree,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,Last Year,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1613,35-40,F,University degree,UK,Mixed White/Black,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,Last Week,Decade Ago,Decade Ago,Last Year,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago
1614,25-34,M,"Some college or university, no certificate or degree",UK,White,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,Last Month,Decade Ago,Last Decade,Never,Last Day,Decade Ago,Last Day,Last Year,Never,Last Month,Never,Never,Last Year,Decade Ago,Never,Last Decade,Never,Never,Decade Ago
1615,35-40,F,Doctorate degree,UK,White,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,Last Week,Never,Never,Last Decade,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1616,55-64,M,Professional certificate/diploma,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1617,25-34,M,Masters degree,UK,White,0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,Last Week,Never,Decade Ago,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Last Decade,Never,Never,Decade Ago,Last Year,Never,Never
1618,45-54,M,Professional certificate/diploma,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,Last Week,Never,Never,Last Month,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1619,25-34,M,"Some college or university, no certificate or degree",USA,White,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,Last Week,Last Month,Never,Last Week,Last Day,Last Day,Last Month,Last Year,Decade Ago,Last Decade,Last Year,Decade Ago,Last Decade,Last Year,Last Month,Last Year,Last Day,Never,Never
1620,45-54,M,Professional certificate/diploma,UK,White,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1621,25-34,M,University degree,UK,Black,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,Last Day,Never,Never,Never,Never,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1622,35-40,M,Professional certificate/diploma,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,Last Week,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1623,35-40,M,University degree,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,Last Week,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1624,45-54,M,Masters degree,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,Last Week,Decade Ago,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1625,35-40,M,"Some college or university, no certificate or degree",UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,Last Week,Decade Ago,Last Decade,Last Year,Last Day,Last Year,Last Week,Last Decade,Decade Ago,Last Decade,Never,Last Decade,Never,Decade Ago,Last Decade,Last Decade,Last Decade,Never,Never
1626,35-40,F,Professional certificate/diploma,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1627,25-34,F,Professional certificate/diploma,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,Last Week,Never,Never,Never,Last Week,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1628,25-34,F,Masters degree,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,Last Month,Decade Ago,Never,Last Year,Last Day,Decade Ago,Last Week,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1629,25-34,F,Masters degree,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,Last Year,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1630,45-54,F,Professional certificate/diploma,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,Last Decade,Never,Never,Last Decade,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Decade Ago,Never,Never
1631,35-40,F,University degree,UK,White,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1632,35-40,F,Professional certificate/diploma,UK,White,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,Last Week,Never,Decade Ago,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
1633,35-40,M,Professional certificate/diploma,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,Last Day,Never,Never,Never,Last Day,Last Day,Last Month,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Decade Ago,Never,Never
1634,45-54,F,Professional certificate/diploma,UK,Black,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,Last Week,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1635,18-24,F,Left school at 18 years,UK,White,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,Last Month,Never,Never,Never,Last Week,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1636,55-64,M,Left school before 16 years,UK,White,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,Last Week,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1637,45-54,F,Professional certificate/diploma,UK,White,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,Last Month,Never,Decade Ago,Never,Last Year,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1638,18-24,M,"Some college or university, no certificate or degree",USA,White,1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,Last Week,Last Day,Never,Never,Last Day,Last Week,Never,Never,Never,Never,Never,Never,Last Decade,Last Month,Never,Never,Last Week,Never,Last Week
1639,45-54,F,Left school at 16 years,UK,White,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,Last Week,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1640,45-54,F,Professional certificate/diploma,UK,White,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,Last Day,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1641,35-40,F,Professional certificate/diploma,UK,White,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,Last Day,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1642,45-54,F,Professional certificate/diploma,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,Last Week,Never,Never,Last Month,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1643,25-34,F,Masters degree,UK,White,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,Last Month,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1644,45-54,F,Professional certificate/diploma,UK,White,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,Last Year,Never,Never,Never,Decade Ago,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1645,25-34,F,Masters degree,UK,White,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,Last Year,Never,Decade Ago,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1646,45-54,M,Left school at 16 years,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,Last Week,Decade Ago,Never,Decade Ago,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1647,35-40,M,Professional certificate/diploma,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,Last Day,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1648,35-40,M,Professional certificate/diploma,UK,White,0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,Last Week,Never,Last Year,Last Decade,Last Day,Last Decade,Last Month,Never,Never,Never,Never,Never,Never,Decade Ago,Last Day,Decade Ago,Decade Ago,Never,Never
1649,25-34,F,Masters degree,UK,White,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,Last Month,Never,Never,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1650,25-34,F,University degree,UK,White,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,Last Year,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
1651,25-34,F,University degree,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,Last Week,Never,Never,Never,Last Week,Last Year,Last Month,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Decade Ago,Decade Ago,Never,Never
1652,55-64,M,"Some college or university, no certificate or degree",USA,White,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,Last Month,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Decade,Last Month,Decade Ago,Last Decade,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
1653,18-24,M,University degree,USA,White,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,Last Week,Never,Never,Last Month,Last Week,Last Day,Last Week,Last Year,Never,Never,Last Day,Never,Last Year,Last Year,Never,Last Year,Last Day,Never,Last Year
1654,25-34,F,Doctorate degree,UK,White,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1655,55-64,M,Left school at 16 years,UK,White,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,Last Week,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1656,35-40,F,University degree,UK,White,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,Last Week,Decade Ago,Decade Ago,Never,Last Day,Decade Ago,Last Week,Never,Never,Decade Ago,Never,Never,Never,Decade Ago,Never,Never,Never,Never,Never
1657,18-24,F,University degree,UK,White,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,Last Month,Never,Never,Never,Last Day,Last Decade,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1658,25-34,M,"Some college or university, no certificate or degree",Canada,White,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,Last Year,Last Year,Never,Last Year,Last Week,Last Year,Last Week,Last Year,Last Year,Never,Last Year,Never,Never,Never,Last Year,Never,Last Week,Never,Never
1659,18-24,M,Professional certificate/diploma,UK,White,-0.14882,0.80523,2.44904,0.43852,-0.00665,1.29221,1.2247,Last Month,Last Decade,Never,Never,Last Day,Last Year,Last Year,Last Decade,Never,Last Year,Never,Last Day,Last Year,Last Year,Never,Last Decade,Last Day,Never,Never
1660,45-54,F,University degree,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1661,35-40,F,Professional certificate/diploma,UK,White,1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,Last Year,Last Week,Last Decade,Last Year,Last Week,Last Year,Last Day,Last Month,Last Decade,Last Year,Last Decade,Last Decade,Last Decade,Last Decade,Last Day,Last Year,Last Day,Never,Never
1662,18-24,F,Left school before 16 years,UK,White,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,Last Decade,Last Decade,Never,Never,Last Day,Last Day,Last Week,Never,Never,Last Decade,Never,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Never
1663,25-34,M,Professional certificate/diploma,Other,White,-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,Last Week,Last Decade,Last Decade,Last Year,Last Day,Last Day,Last Day,Last Month,Last Decade,Last Month,Never,Last Decade,Last Decade,Never,Never,Last Decade,Last Day,Never,Never
1664,25-34,F,"Some college or university, no certificate or degree",UK,White,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,Last Month,Last Year,Last Decade,Never,Last Day,Last Year,Last Day,Last Year,Never,Last Year,Never,Last Decade,Last Month,Never,Never,Last Decade,Last Month,Never,Never
1665,25-34,F,Doctorate degree,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,Last Week,Last Decade,Last Decade,Last Month,Last Day,Last Decade,Last Day,Last Year,Last Decade,Last Year,Never,Last Decade,Last Decade,Last Decade,Never,Last Decade,Last Day,Never,Never
1666,25-34,F,University degree,UK,White,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,Last Week,Never,Never,Never,Last Month,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1667,18-24,M,"Some college or university, no certificate or degree",UK,White,0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,Last Month,Last Year,Never,Last Year,Last Day,Last Week,Last Day,Never,Never,Last Year,Never,Last Year,Last Year,Last Year,Last Year,Never,Last Year,Never,Last Decade
1668,25-34,F,Doctorate degree,Australia,White,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,Last Year,Never,Never,Last Decade,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Never
1669,35-40,M,Professional certificate/diploma,UK,White,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,Last Year,Decade Ago,Decade Ago,Decade Ago,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Decade Ago,Last Day,Never,Never
1670,35-40,F,University degree,Australia,White,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,Last Month,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1671,45-54,M,University degree,UK,White,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
1672,55-64,M,University degree,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1673,25-34,F,University degree,UK,White,-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,Last Year,Never,Last Decade,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Decade Ago,Never,Never
1674,25-34,M,Professional certificate/diploma,Republic of Ireland,White,-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,Last Year,Last Year,Never,Never,Last Day,Last Month,Last Week,Never,Never,Last Month,Never,Never,Last Month,Last Year,Never,Last Decade,Last Month,Never,Never
1675,45-54,M,Professional certificate/diploma,UK,White,-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,Last Week,Never,Never,Last Decade,Last Decade,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1676,35-40,M,Professional certificate/diploma,UK,White,-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,Last Week,Never,Decade Ago,Last Month,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1677,25-34,F,University degree,UK,White,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,Last Year,Never,Never,Last Year,Never,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never,Never,Never
1678,18-24,F,"Some college or university, no certificate or degree",USA,White,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,Last Week,Never,Never,Last Month,Last Day,Last Day,Last Week,Never,Never,Last Day,Never,Never,Last Decade,Last Month,Never,Last Year,Last Day,Never,Never
1679,45-54,F,Professional certificate/diploma,UK,White,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1680,18-24,F,University degree,UK,White,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,Last Year,Never,Never,Never,Last Day,Never,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1681,18-24,F,University degree,UK,White,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
1682,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,Last Week,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
